Name,Level,dr,er,fire,poison,cold,rad
lesserdevil,11,24.5,23.10000000000001,42.89999999999999,42.89999999999999,42.89999999999999,42.89999999999999
lesserdevil,12,25.25,23.95000000000001,44.54999999999999,44.54999999999999,44.54999999999999,44.54999999999999
lesserdevil,13,26.0,24.80000000000001,46.19999999999999,46.19999999999999,46.19999999999999,46.19999999999999
lesserdevil,14,26.75,25.650000000000013,47.84999999999999,47.84999999999999,47.84999999999999,47.84999999999999
lesserdevil,15,27.5,26.500000000000014,49.499999999999986,49.499999999999986,49.499999999999986,49.499999999999986
lesserdevil,16,28.25,27.350000000000016,51.149999999999984,51.149999999999984,51.149999999999984,51.149999999999984
lesserdevil,17,29.0,28.200000000000017,52.79999999999998,52.79999999999998,52.79999999999998,52.79999999999998
lesserdevil,18,29.75,29.05000000000002,54.44999999999998,54.44999999999998,54.44999999999998,54.44999999999998
lesserdevil,19,30.5,29.90000000000002,56.09999999999998,56.09999999999998,56.09999999999998,56.09999999999998
lesserdevil,20,31.25,30.75000000000002,57.74999999999998,57.74999999999998,57.74999999999998,57.74999999999998
lesserdevil,21,32.0,31.600000000000023,59.39999999999998,59.39999999999998,59.39999999999998,59.39999999999998
lesserdevil,22,32.75,32.450000000000024,61.049999999999976,61.049999999999976,61.049999999999976,61.049999999999976
lesserdevil,23,33.5,33.300000000000026,62.699999999999974,62.699999999999974,62.699999999999974,62.699999999999974
lesserdevil,24,34.25,34.15000000000003,64.34999999999998,64.34999999999998,64.34999999999998,64.34999999999998
lesserdevil,25,35,35,66,66,66,66
lesserdevil,26,35.8,35.8,68.88,68.88,68.88,67.96
lesserdevil,27,36.599999999999994,36.599999999999994,71.75999999999999,71.75999999999999,71.75999999999999,69.91999999999999
lesserdevil,28,37.39999999999999,37.39999999999999,74.63999999999999,74.63999999999999,74.63999999999999,71.87999999999998
lesserdevil,29,38.19999999999999,38.19999999999999,77.51999999999998,77.51999999999998,77.51999999999998,73.83999999999997
lesserdevil,30,38.999999999999986,38.999999999999986,80.39999999999998,80.39999999999998,80.39999999999998,75.79999999999997
lesserdevil,31,39.79999999999998,39.79999999999998,83.27999999999997,83.27999999999997,83.27999999999997,77.75999999999996
lesserdevil,32,40.59999999999998,40.59999999999998,86.15999999999997,86.15999999999997,86.15999999999997,79.71999999999996
lesserdevil,33,41.39999999999998,41.39999999999998,89.03999999999996,89.03999999999996,89.03999999999996,81.67999999999995
lesserdevil,34,42.199999999999974,42.199999999999974,91.91999999999996,91.91999999999996,91.91999999999996,83.63999999999994
lesserdevil,35,42.99999999999997,42.99999999999997,94.79999999999995,94.79999999999995,94.79999999999995,85.59999999999994
lesserdevil,36,43.79999999999997,43.79999999999997,97.67999999999995,97.67999999999995,97.67999999999995,87.55999999999993
lesserdevil,37,44.599999999999966,44.599999999999966,100.55999999999995,100.55999999999995,100.55999999999995,89.51999999999992
lesserdevil,38,45.39999999999996,45.39999999999996,103.43999999999994,103.43999999999994,103.43999999999994,91.47999999999992
lesserdevil,39,46.19999999999996,46.19999999999996,106.31999999999994,106.31999999999994,106.31999999999994,93.43999999999991
lesserdevil,40,46.99999999999996,46.99999999999996,109.19999999999993,109.19999999999993,109.19999999999993,95.3999999999999
lesserdevil,41,47.799999999999955,47.799999999999955,112.07999999999993,112.07999999999993,112.07999999999993,97.3599999999999
lesserdevil,42,48.59999999999995,48.59999999999995,114.95999999999992,114.95999999999992,114.95999999999992,99.3199999999999
lesserdevil,43,49.39999999999995,49.39999999999995,117.83999999999992,117.83999999999992,117.83999999999992,101.27999999999989
lesserdevil,44,50.199999999999946,50.199999999999946,120.71999999999991,120.71999999999991,120.71999999999991,103.23999999999988
lesserdevil,45,50.99999999999994,50.99999999999994,123.59999999999991,123.59999999999991,123.59999999999991,105.19999999999987
lesserdevil,46,51.79999999999994,51.79999999999994,126.4799999999999,126.4799999999999,126.4799999999999,107.15999999999987
lesserdevil,47,52.59999999999994,52.59999999999994,129.3599999999999,129.3599999999999,129.3599999999999,109.11999999999986
lesserdevil,48,53.399999999999935,53.399999999999935,132.2399999999999,132.2399999999999,132.2399999999999,111.07999999999986
lesserdevil,49,54.19999999999993,54.19999999999993,135.1199999999999,135.1199999999999,135.1199999999999,113.03999999999985
lesserdevil,50,55,55,138,138,138,115
lesserdevil,51,56.0,56.28,139.76,139.76,139.76,116.32
lesserdevil,52,57.0,57.56,141.51999999999998,141.51999999999998,141.51999999999998,117.63999999999999
lesserdevil,53,58.0,58.84,143.27999999999997,143.27999999999997,143.27999999999997,118.95999999999998
lesserdevil,54,59.0,60.120000000000005,145.03999999999996,145.03999999999996,145.03999999999996,120.27999999999997
lesserdevil,55,60.0,61.400000000000006,146.79999999999995,146.79999999999995,146.79999999999995,121.59999999999997
lesserdevil,56,61.0,62.68000000000001,148.55999999999995,148.55999999999995,148.55999999999995,122.91999999999996
lesserdevil,57,62.0,63.96000000000001,150.31999999999994,150.31999999999994,150.31999999999994,124.23999999999995
lesserdevil,58,63.0,65.24000000000001,152.07999999999993,152.07999999999993,152.07999999999993,125.55999999999995
lesserdevil,59,64.0,66.52000000000001,153.83999999999992,153.83999999999992,153.83999999999992,126.87999999999994
lesserdevil,60,65.0,67.80000000000001,155.5999999999999,155.5999999999999,155.5999999999999,128.19999999999993
lesserdevil,61,66.0,69.08000000000001,157.3599999999999,157.3599999999999,157.3599999999999,129.51999999999992
lesserdevil,62,67.0,70.36000000000001,159.1199999999999,159.1199999999999,159.1199999999999,130.83999999999992
lesserdevil,63,68.0,71.64000000000001,160.87999999999988,160.87999999999988,160.87999999999988,132.1599999999999
lesserdevil,64,69.0,72.92000000000002,162.63999999999987,162.63999999999987,162.63999999999987,133.4799999999999
lesserdevil,65,70.0,74.20000000000002,164.39999999999986,164.39999999999986,164.39999999999986,134.7999999999999
lesserdevil,66,71.0,75.48000000000002,166.15999999999985,166.15999999999985,166.15999999999985,136.1199999999999
lesserdevil,67,72.0,76.76000000000002,167.91999999999985,167.91999999999985,167.91999999999985,137.43999999999988
lesserdevil,68,73.0,78.04000000000002,169.67999999999984,169.67999999999984,169.67999999999984,138.75999999999988
lesserdevil,69,74.0,79.32000000000002,171.43999999999983,171.43999999999983,171.43999999999983,140.07999999999987
lesserdevil,70,75.0,80.60000000000002,173.19999999999982,173.19999999999982,173.19999999999982,141.39999999999986
lesserdevil,71,76.0,81.88000000000002,174.9599999999998,174.9599999999998,174.9599999999998,142.71999999999986
lesserdevil,72,77.0,83.16000000000003,176.7199999999998,176.7199999999998,176.7199999999998,144.03999999999985
lesserdevil,73,78.0,84.44000000000003,178.4799999999998,178.4799999999998,178.4799999999998,145.35999999999984
lesserdevil,74,79.0,85.72000000000003,180.23999999999978,180.23999999999978,180.23999999999978,146.67999999999984
lesserdevil,75,80,87,182,182,182,148
lesserdevil,76,81.2,88.72,184.72,184.72,184.72,150.08
lesserdevil,77,82.4,90.44,187.44,187.44,187.44,152.16000000000003
lesserdevil,78,83.60000000000001,92.16,190.16,190.16,190.16,154.24000000000004
lesserdevil,79,84.80000000000001,93.88,192.88,192.88,192.88,156.32000000000005
lesserdevil,80,86.00000000000001,95.6,195.6,195.6,195.6,158.40000000000006
lesserdevil,81,87.20000000000002,97.32,198.32,198.32,198.32,160.48000000000008
lesserdevil,82,88.40000000000002,99.03999999999999,201.04,201.04,201.04,162.5600000000001
lesserdevil,83,89.60000000000002,100.75999999999999,203.76,203.76,203.76,164.6400000000001
lesserdevil,84,90.80000000000003,102.47999999999999,206.48,206.48,206.48,166.7200000000001
lesserdevil,85,92.00000000000003,104.19999999999999,209.2,209.2,209.2,168.80000000000013
lesserdevil,86,93.20000000000003,105.91999999999999,211.92,211.92,211.92,170.88000000000014
lesserdevil,87,94.40000000000003,107.63999999999999,214.64,214.64,214.64,172.96000000000015
lesserdevil,88,95.60000000000004,109.35999999999999,217.35999999999999,217.35999999999999,217.35999999999999,175.04000000000016
lesserdevil,89,96.80000000000004,111.07999999999998,220.07999999999998,220.07999999999998,220.07999999999998,177.12000000000018
lesserdevil,90,98.00000000000004,112.79999999999998,222.79999999999998,222.79999999999998,222.79999999999998,179.2000000000002
lesserdevil,91,99.20000000000005,114.51999999999998,225.51999999999998,225.51999999999998,225.51999999999998,181.2800000000002
lesserdevil,92,100.40000000000005,116.23999999999998,228.23999999999998,228.23999999999998,228.23999999999998,183.3600000000002
lesserdevil,93,101.60000000000005,117.95999999999998,230.95999999999998,230.95999999999998,230.95999999999998,185.44000000000023
lesserdevil,94,102.80000000000005,119.67999999999998,233.67999999999998,233.67999999999998,233.67999999999998,187.52000000000024
lesserdevil,95,104.00000000000006,121.39999999999998,236.39999999999998,236.39999999999998,236.39999999999998,189.60000000000025
lesserdevil,96,105.20000000000006,123.11999999999998,239.11999999999998,239.11999999999998,239.11999999999998,191.68000000000026
lesserdevil,97,106.40000000000006,124.83999999999997,241.83999999999997,241.83999999999997,241.83999999999997,193.76000000000028
lesserdevil,98,107.60000000000007,126.55999999999997,244.55999999999997,244.55999999999997,244.55999999999997,195.8400000000003
lesserdevil,99,108.80000000000007,128.27999999999997,247.27999999999997,247.27999999999997,247.27999999999997,197.9200000000003
lesserdevil,100,110,130,250,250,250,200
lesserdevil,101,110,130,250,250,250,200
lesserdevil,102,110,130,250,250,250,200
lesserdevil,103,110,130,250,250,250,200
lesserdevil,104,110,130,250,250,250,200
lesserdevil,105,110,130,250,250,250,200
lesserdevil,106,110,130,250,250,250,200
lesserdevil,107,110,130,250,250,250,200
lesserdevil,108,110,130,250,250,250,200
lesserdevil,109,110,130,250,250,250,200
lesserdevil,110,110,130,250,250,250,200
lesserdevil,111,110,130,250,250,250,200
lesserdevil,112,110,130,250,250,250,200
lesserdevil,113,110,130,250,250,250,200
lesserdevil,114,110,130,250,250,250,200
lesserdevil,115,110,130,250,250,250,200
lesserdevil,116,110,130,250,250,250,200
lesserdevil,117,110,130,250,250,250,200
lesserdevil,118,110,130,250,250,250,200
lesserdevil,119,110,130,250,250,250,200
lesserdevil,120,110,130,250,250,250,200
liberator,1,8,8,8,1000,8,8
liberator,2,8.0,8.0,8.0,1000.0,8.0,8.0
liberator,3,8.0,8.0,8.0,1000.0,8.0,8.0
liberator,4,8.0,8.0,8.0,1000.0,8.0,8.0
liberator,5,8,8,8,1000,8,8
liberator,6,8.0,8.0,8.0,1000.0,8.0,8.0
liberator,7,8.0,8.0,8.0,1000.0,8.0,8.0
liberator,8,8.0,8.0,8.0,1000.0,8.0,8.0
liberator,9,8.0,8.0,8.0,1000.0,8.0,8.0
liberator,10,8,8,8,1000,8,8
liberator,11,8.25,8.25,8.25,1000.0,8.25,8.25
liberator,12,8.5,8.5,8.5,1000.0,8.5,8.5
liberator,13,8.75,8.75,8.75,1000.0,8.75,8.75
liberator,14,9.0,9.0,9.0,1000.0,9.0,9.0
liberator,15,9.25,9.25,9.25,1000.0,9.25,9.25
liberator,16,9.5,9.5,9.5,1000.0,9.5,9.5
liberator,17,9.75,9.75,9.75,1000.0,9.75,9.75
liberator,18,10,10,10,1000,10,10
liberator,19,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,20,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,21,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,22,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,23,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,24,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,25,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,26,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,27,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,28,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,29,10.0,10.0,10.0,1000.0,10.0,10.0
liberator,30,10,10,10,1000,10,10
liberator,31,13.333333333333334,13.333333333333334,13.333333333333334,1000.0,13.333333333333334,13.333333333333334
liberator,32,16.666666666666668,16.666666666666668,16.666666666666668,1000.0,16.666666666666668,16.666666666666668
liberator,33,20.0,20.0,20.0,1000.0,20.0,20.0
liberator,34,23.333333333333332,23.333333333333332,23.333333333333332,1000.0,23.333333333333332,23.333333333333332
liberator,35,26.666666666666664,26.666666666666664,26.666666666666664,1000.0,26.666666666666664,26.666666666666664
liberator,36,29.999999999999996,29.999999999999996,29.999999999999996,1000.0,29.999999999999996,29.999999999999996
liberator,37,33.33333333333333,33.33333333333333,33.33333333333333,1000.0,33.33333333333333,33.33333333333333
liberator,38,36.666666666666664,36.666666666666664,36.666666666666664,1000.0,36.666666666666664,36.666666666666664
liberator,39,40.0,40.0,40.0,1000.0,40.0,40.0
liberator,40,43.333333333333336,43.333333333333336,43.333333333333336,1000.0,43.333333333333336,43.333333333333336
liberator,41,46.66666666666667,46.66666666666667,46.66666666666667,1000.0,46.66666666666667,46.66666666666667
liberator,42,50,50,50,1000,50,50
liberator,43,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,44,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,45,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,46,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,47,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,48,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,49,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,50,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,51,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,52,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,53,50.0,50.0,50.0,1000.0,50.0,50.0
liberator,54,50,50,50,1000,50,50
liberator,55,51.08695652173913,51.08695652173913,51.08695652173913,1000.0,51.08695652173913,51.08695652173913
liberator,56,52.173913043478265,52.173913043478265,52.173913043478265,1000.0,52.173913043478265,52.173913043478265
liberator,57,53.2608695652174,53.2608695652174,53.2608695652174,1000.0,53.2608695652174,53.2608695652174
liberator,58,54.34782608695653,54.34782608695653,54.34782608695653,1000.0,54.34782608695653,54.34782608695653
liberator,59,55.43478260869566,55.43478260869566,55.43478260869566,1000.0,55.43478260869566,55.43478260869566
liberator,60,56.521739130434796,56.521739130434796,56.521739130434796,1000.0,56.521739130434796,56.521739130434796
liberator,61,57.60869565217393,57.60869565217393,57.60869565217393,1000.0,57.60869565217393,57.60869565217393
liberator,62,58.69565217391306,58.69565217391306,58.69565217391306,1000.0,58.69565217391306,58.69565217391306
liberator,63,59.78260869565219,59.78260869565219,59.78260869565219,1000.0,59.78260869565219,59.78260869565219
liberator,64,60.869565217391326,60.869565217391326,60.869565217391326,1000.0,60.869565217391326,60.869565217391326
liberator,65,61.95652173913046,61.95652173913046,61.95652173913046,1000.0,61.95652173913046,61.95652173913046
liberator,66,63.04347826086959,63.04347826086959,63.04347826086959,1000.0,63.04347826086959,63.04347826086959
liberator,67,64.13043478260872,64.13043478260872,64.13043478260872,1000.0,64.13043478260872,64.13043478260872
liberator,68,65.21739130434784,65.21739130434784,65.21739130434784,1000.0,65.21739130434784,65.21739130434784
liberator,69,66.30434782608697,66.30434782608697,66.30434782608697,1000.0,66.30434782608697,66.30434782608697
liberator,70,67.3913043478261,67.3913043478261,67.3913043478261,1000.0,67.3913043478261,67.3913043478261
liberator,71,68.47826086956522,68.47826086956522,68.47826086956522,1000.0,68.47826086956522,68.47826086956522
liberator,72,69.56521739130434,69.56521739130434,69.56521739130434,1000.0,69.56521739130434,69.56521739130434
liberator,73,70.65217391304347,70.65217391304347,70.65217391304347,1000.0,70.65217391304347,70.65217391304347
liberator,74,71.7391304347826,71.7391304347826,71.7391304347826,1000.0,71.7391304347826,71.7391304347826
liberator,75,72.82608695652172,72.82608695652172,72.82608695652172,1000.0,72.82608695652172,72.82608695652172
liberator,76,73.91304347826085,73.91304347826085,73.91304347826085,1000.0,73.91304347826085,73.91304347826085
liberator,77,74.99999999999997,74.99999999999997,74.99999999999997,1000.0,74.99999999999997,74.99999999999997
liberator,78,76.0869565217391,76.0869565217391,76.0869565217391,1000.0,76.0869565217391,76.0869565217391
liberator,79,77.17391304347822,77.17391304347822,77.17391304347822,1000.0,77.17391304347822,77.17391304347822
liberator,80,78.26086956521735,78.26086956521735,78.26086956521735,1000.0,78.26086956521735,78.26086956521735
liberator,81,79.34782608695647,79.34782608695647,79.34782608695647,1000.0,79.34782608695647,79.34782608695647
liberator,82,80.4347826086956,80.4347826086956,80.4347826086956,1000.0,80.4347826086956,80.4347826086956
liberator,83,81.52173913043472,81.52173913043472,81.52173913043472,1000.0,81.52173913043472,81.52173913043472
liberator,84,82.60869565217385,82.60869565217385,82.60869565217385,1000.0,82.60869565217385,82.60869565217385
liberator,85,83.69565217391298,83.69565217391298,83.69565217391298,1000.0,83.69565217391298,83.69565217391298
liberator,86,84.7826086956521,84.7826086956521,84.7826086956521,1000.0,84.7826086956521,84.7826086956521
liberator,87,85.86956521739123,85.86956521739123,85.86956521739123,1000.0,85.86956521739123,85.86956521739123
liberator,88,86.95652173913035,86.95652173913035,86.95652173913035,1000.0,86.95652173913035,86.95652173913035
liberator,89,88.04347826086948,88.04347826086948,88.04347826086948,1000.0,88.04347826086948,88.04347826086948
liberator,90,89.1304347826086,89.1304347826086,89.1304347826086,1000.0,89.1304347826086,89.1304347826086
liberator,91,90.21739130434773,90.21739130434773,90.21739130434773,1000.0,90.21739130434773,90.21739130434773
liberator,92,91.30434782608685,91.30434782608685,91.30434782608685,1000.0,91.30434782608685,91.30434782608685
liberator,93,92.39130434782598,92.39130434782598,92.39130434782598,1000.0,92.39130434782598,92.39130434782598
liberator,94,93.4782608695651,93.4782608695651,93.4782608695651,1000.0,93.4782608695651,93.4782608695651
liberator,95,94.56521739130423,94.56521739130423,94.56521739130423,1000.0,94.56521739130423,94.56521739130423
liberator,96,95.65217391304336,95.65217391304336,95.65217391304336,1000.0,95.65217391304336,95.65217391304336
liberator,97,96.73913043478248,96.73913043478248,96.73913043478248,1000.0,96.73913043478248,96.73913043478248
liberator,98,97.8260869565216,97.8260869565216,97.8260869565216,1000.0,97.8260869565216,97.8260869565216
liberator,99,98.91304347826073,98.91304347826073,98.91304347826073,1000.0,98.91304347826073,98.91304347826073
liberator,100,100,100,100,1000,100,100
liberator,101,100,100,100,1000,100,100
liberator,102,100,100,100,1000,100,100
liberator,103,100,100,100,1000,100,100
liberator,104,100,100,100,1000,100,100
liberator,105,100,100,100,1000,100,100
liberator,106,100,100,100,1000,100,100
liberator,107,100,100,100,1000,100,100
liberator,108,100,100,100,1000,100,100
liberator,109,100,100,100,1000,100,100
liberator,110,100,100,100,1000,100,100
liberator,111,100,100,100,1000,100,100
liberator,112,100,100,100,1000,100,100
liberator,113,100,100,100,1000,100,100
liberator,114,100,100,100,1000,100,100
liberator,115,100,100,100,1000,100,100
liberator,116,100,100,100,1000,100,100
liberator,117,100,100,100,1000,100,100
liberator,118,100,100,100,1000,100,100
liberator,119,100,100,100,1000,100,100
liberator,120,100,100,100,1000,100,100
lostchampion,1,2,80,2,2,2,1000
lostchampion,2,2.0,81.66666666666667,2.0,2.0,2.0,1000.0
lostchampion,3,2.0,83.33333333333334,2.0,2.0,2.0,1000.0
lostchampion,4,2,85,2,2,2,1000
lostchampion,5,2.0,86.66666666666667,2.0,2.0,2.0,1000.0
lostchampion,6,2.0,88.33333333333334,2.0,2.0,2.0,1000.0
lostchampion,7,2,90,2,2,2,1000
lostchampion,8,5.0,95.0,5.0,5.0,5.0,1000.0
lostchampion,9,8,100,8,8,8,1000
lostchampion,10,8.0,110.0,8.0,8.0,8.0,1000.0
lostchampion,11,8.0,120.0,8.0,8.0,8.0,1000.0
lostchampion,12,8.0,130.0,8.0,8.0,8.0,1000.0
lostchampion,13,8.0,140.0,8.0,8.0,8.0,1000.0
lostchampion,14,8,150,8,8,8,1000
lostchampion,15,10.428571428571429,150.0,10.428571428571429,10.428571428571429,10.428571428571429,1000.0
lostchampion,16,12.857142857142858,150.0,12.857142857142858,12.857142857142858,12.857142857142858,1000.0
lostchampion,17,15.285714285714286,150.0,15.285714285714286,15.285714285714286,15.285714285714286,1000.0
lostchampion,18,17.714285714285715,150.0,17.714285714285715,17.714285714285715,17.714285714285715,1000.0
lostchampion,19,20.142857142857142,150.0,20.142857142857142,20.142857142857142,20.142857142857142,1000.0
lostchampion,20,22.57142857142857,150.0,22.57142857142857,22.57142857142857,22.57142857142857,1000.0
lostchampion,21,25,150,25,25,25,1000
lostchampion,22,25.0,150.0,25.0,25.0,25.0,1000.0
lostchampion,23,25.0,150.0,25.0,25.0,25.0,1000.0
lostchampion,24,25.0,150.0,25.0,25.0,25.0,1000.0
lostchampion,25,25.0,150.0,25.0,25.0,25.0,1000.0
lostchampion,26,25.0,150.0,25.0,25.0,25.0,1000.0
lostchampion,27,25.0,150.0,25.0,25.0,25.0,1000.0
lostchampion,28,25.0,150.0,25.0,25.0,25.0,1000.0
lostchampion,29,25.0,150.0,25.0,25.0,25.0,1000.0
lostchampion,30,25,150,25,25,25,1000
lostchampion,31,27.77777777777778,155.55555555555554,27.77777777777778,27.77777777777778,27.77777777777778,1000.0
lostchampion,32,30.555555555555557,161.1111111111111,30.555555555555557,30.555555555555557,30.555555555555557,1000.0
lostchampion,33,33.333333333333336,166.66666666666663,33.333333333333336,33.333333333333336,33.333333333333336,1000.0
lostchampion,34,36.111111111111114,172.22222222222217,36.111111111111114,36.111111111111114,36.111111111111114,1000.0
lostchampion,35,38.88888888888889,177.77777777777771,38.88888888888889,38.88888888888889,38.88888888888889,1000.0
lostchampion,36,41.66666666666667,183.33333333333326,41.66666666666667,41.66666666666667,41.66666666666667,1000.0
lostchampion,37,44.44444444444445,188.8888888888888,44.44444444444445,44.44444444444445,44.44444444444445,1000.0
lostchampion,38,47.22222222222223,194.44444444444434,47.22222222222223,47.22222222222223,47.22222222222223,1000.0
lostchampion,39,50,200,50,50,50,1000
lostchampion,40,54.54545454545455,200.0,54.54545454545455,54.54545454545455,54.54545454545455,1000.0
lostchampion,41,59.09090909090909,200.0,59.09090909090909,59.09090909090909,59.09090909090909,1000.0
lostchampion,42,63.63636363636364,200.0,63.63636363636364,63.63636363636364,63.63636363636364,1000.0
lostchampion,43,68.18181818181819,200.0,68.18181818181819,68.18181818181819,68.18181818181819,1000.0
lostchampion,44,72.72727272727273,200.0,72.72727272727273,72.72727272727273,72.72727272727273,1000.0
lostchampion,45,77.27272727272728,200.0,77.27272727272728,77.27272727272728,77.27272727272728,1000.0
lostchampion,46,81.81818181818183,200.0,81.81818181818183,81.81818181818183,81.81818181818183,1000.0
lostchampion,47,86.36363636363637,200.0,86.36363636363637,86.36363636363637,86.36363636363637,1000.0
lostchampion,48,90.90909090909092,200.0,90.90909090909092,90.90909090909092,90.90909090909092,1000.0
lostchampion,49,95.45454545454547,200.0,95.45454545454547,95.45454545454547,95.45454545454547,1000.0
lostchampion,50,100,200,100,100,100,1000
lostchampion,51,101.0,201.0,101.0,101.0,101.0,1000.0
lostchampion,52,102.0,202.0,102.0,102.0,102.0,1000.0
lostchampion,53,103.0,203.0,103.0,103.0,103.0,1000.0
lostchampion,54,104.0,204.0,104.0,104.0,104.0,1000.0
lostchampion,55,105.0,205.0,105.0,105.0,105.0,1000.0
lostchampion,56,106.0,206.0,106.0,106.0,106.0,1000.0
lostchampion,57,107.0,207.0,107.0,107.0,107.0,1000.0
lostchampion,58,108.0,208.0,108.0,108.0,108.0,1000.0
lostchampion,59,109.0,209.0,109.0,109.0,109.0,1000.0
lostchampion,60,110.0,210.0,110.0,110.0,110.0,1000.0
lostchampion,61,111.0,211.0,111.0,111.0,111.0,1000.0
lostchampion,62,112.0,212.0,112.0,112.0,112.0,1000.0
lostchampion,63,113.0,213.0,113.0,113.0,113.0,1000.0
lostchampion,64,114.0,214.0,114.0,114.0,114.0,1000.0
lostchampion,65,115.0,215.0,115.0,115.0,115.0,1000.0
lostchampion,66,116.0,216.0,116.0,116.0,116.0,1000.0
lostchampion,67,117.0,217.0,117.0,117.0,117.0,1000.0
lostchampion,68,118.0,218.0,118.0,118.0,118.0,1000.0
lostchampion,69,119.0,219.0,119.0,119.0,119.0,1000.0
lostchampion,70,120.0,220.0,120.0,120.0,120.0,1000.0
lostchampion,71,121.0,221.0,121.0,121.0,121.0,1000.0
lostchampion,72,122.0,222.0,122.0,122.0,122.0,1000.0
lostchampion,73,123.0,223.0,123.0,123.0,123.0,1000.0
lostchampion,74,124.0,224.0,124.0,124.0,124.0,1000.0
lostchampion,75,125.0,225.0,125.0,125.0,125.0,1000.0
lostchampion,76,126.0,226.0,126.0,126.0,126.0,1000.0
lostchampion,77,127.0,227.0,127.0,127.0,127.0,1000.0
lostchampion,78,128.0,228.0,128.0,128.0,128.0,1000.0
lostchampion,79,129.0,229.0,129.0,129.0,129.0,1000.0
lostchampion,80,130.0,230.0,130.0,130.0,130.0,1000.0
lostchampion,81,131.0,231.0,131.0,131.0,131.0,1000.0
lostchampion,82,132.0,232.0,132.0,132.0,132.0,1000.0
lostchampion,83,133.0,233.0,133.0,133.0,133.0,1000.0
lostchampion,84,134.0,234.0,134.0,134.0,134.0,1000.0
lostchampion,85,135.0,235.0,135.0,135.0,135.0,1000.0
lostchampion,86,136.0,236.0,136.0,136.0,136.0,1000.0
lostchampion,87,137.0,237.0,137.0,137.0,137.0,1000.0
lostchampion,88,138.0,238.0,138.0,138.0,138.0,1000.0
lostchampion,89,139.0,239.0,139.0,139.0,139.0,1000.0
lostchampion,90,140.0,240.0,140.0,140.0,140.0,1000.0
lostchampion,91,141.0,241.0,141.0,141.0,141.0,1000.0
lostchampion,92,142.0,242.0,142.0,142.0,142.0,1000.0
lostchampion,93,143.0,243.0,143.0,143.0,143.0,1000.0
lostchampion,94,144.0,244.0,144.0,144.0,144.0,1000.0
lostchampion,95,145.0,245.0,145.0,145.0,145.0,1000.0
lostchampion,96,146.0,246.0,146.0,146.0,146.0,1000.0
lostchampion,97,147.0,247.0,147.0,147.0,147.0,1000.0
lostchampion,98,148.0,248.0,148.0,148.0,148.0,1000.0
lostchampion,99,149.0,249.0,149.0,149.0,149.0,1000.0
lostchampion,100,150,250,150,150,150,1000
lostchampion,101,150,250,150,150,150,1000
lostchampion,102,150,250,150,150,150,1000
lostchampion,103,150,250,150,150,150,1000
lostchampion,104,150,250,150,150,150,1000
lostchampion,105,150,250,150,150,150,1000
lostchampion,106,150,250,150,150,150,1000
lostchampion,107,150,250,150,150,150,1000
lostchampion,108,150,250,150,150,150,1000
lostchampion,109,150,250,150,150,150,1000
lostchampion,110,150,250,150,150,150,1000
lostchampion,111,150,250,150,150,150,1000
lostchampion,112,150,250,150,150,150,1000
lostchampion,113,150,250,150,150,150,1000
lostchampion,114,150,250,150,150,150,1000
lostchampion,115,150,250,150,150,150,1000
lostchampion,116,150,250,150,150,150,1000
lostchampion,117,150,250,150,150,150,1000
lostchampion,118,150,250,150,150,150,1000
lostchampion,119,150,250,150,150,150,1000
lostchampion,120,150,250,150,150,150,1000
lostdweller,1,2,60,2,2,2,1000
lostdweller,2,2.0,63.333333333333336,2.0,2.0,2.0,1000.0
lostdweller,3,2.0,66.66666666666667,2.0,2.0,2.0,1000.0
lostdweller,4,2,70,2,2,2,1000
lostdweller,5,2.0,71.66666666666667,2.0,2.0,2.0,1000.0
lostdweller,6,2.0,73.33333333333334,2.0,2.0,2.0,1000.0
lostdweller,7,2,75,2,2,2,1000
lostdweller,8,5.0,77.5,5.0,5.0,5.0,1000.0
lostdweller,9,8,80,8,8,8,1000
lostdweller,10,8.0,81.0,8.0,8.0,8.0,1000.0
lostdweller,11,8.0,82.0,8.0,8.0,8.0,1000.0
lostdweller,12,8.0,83.0,8.0,8.0,8.0,1000.0
lostdweller,13,8.0,84.0,8.0,8.0,8.0,1000.0
lostdweller,14,8,85,8,8,8,1000
