ID,NAME,ANIM_FIRE,RUMBLE_L,RUMBLE_R,RUMBLE_D,ANIM_RELOAD,SIGHTED_TRANS,UNSIGHTED_TRANS,SPEED,ATTACK_DELAY,CAPACITY,WEIGHT,ATTACK_SPEED,AP
006bca2e,ZZZ_crXPD_OvergrownBoss_Grenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
00559c99,atx_alienprobe,,,,,,,,1.0,0.0,0,1.0,0.794,20.0
00002045,binoculars,0.3,0.8,0.6,0.2,10.0,0.15,0.15,1.0,10.0,30,2.0,0.3,20.0
0063d310,crAlienBlaster,0.033,0.9,0.8,0.2,3.667,0.12,0.15,1.0,0.1,0,2.0,1.0,20.0
0063eb6f,crAlienBlaster_Cryo,0.033,0.9,0.8,0.2,2.867,0.12,0.15,1.0,0.1,0,2.0,1.0,20.0
00642362,crAlienBlaster_Cryo_Kappa,0.033,0.9,0.8,0.2,2.867,0.12,0.15,1.0,0.1,0,2.0,1.0,20.0
00684a38,crAlienBlaster_DailyOps,0.033,0.9,0.8,0.2,3.667,0.12,0.15,1.0,0.25,0,2.0,1.0,20.0
0063eb70,crAlienBlaster_Poison,0.033,0.9,0.8,0.2,2.867,0.12,0.15,1.0,0.1,0,2.0,1.0,20.0
00684973,crAlienBlaster_Poison_DailyOps,0.033,0.9,0.8,0.2,2.867,0.12,0.15,1.0,0.25,0,2.0,1.0,20.0
00632ecb,crAlienDrone,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,3.0,0,3.0,0.6,0.0
0063d30c,crAlienRifle,0.0,0.8,0.8,0.2,1.833,0.2,0.2,1.0,0.3,0,7.0,0.667,25.0
0064235f,crAlienRifle_General-Zeta,0.0,0.8,0.8,0.2,1.833,0.2,0.2,1.0,0.3,0,7.0,0.667,25.0
005db5ad,crAssaultronBoss_Left_Minigun_DailyOps,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,2.2,2.0
005db5ae,crAssaultronBoss_Right_Minigun_DailyOps,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,2.2,2.0
000dd4b1,crAssaultronLaser,0.033,0.5,1.0,0.33,1.833,0.25,0.25,1.0,1.0,0,8.0,2.2,20.0
000dd4b1,crAssaultronLaser,0.033,0.5,1.0,0.33,1.833,0.25,0.25,0.25,1.0,0,8.0,2.2,20.0
00210b62,crAssaultronLeftBlade,,,,,,,,1.0,0.0,0,2.0,1.156,20.0
000df25a,crAssaultronLeftClaw,,,,,,,,1.0,0.0,0,2.0,1.267,20.0
00210b63,crAssaultronRightBlade,,,,,,,,1.0,0.0,0,2.0,1.156,20.0
000df259,crAssaultronRightClaw,,,,,,,,1.0,0.0,0,2.0,1.267,20.0
00640193,crBaseballBat_Spiked,,,,,,,,1.0,0.0,0,3.0,1.8,35.0
00784b4d,crBaton_Lost,,,,,,,,1.0,0.0,0,2.0,1.55,30.0
0060040d,crBehemothBossFireHydrantBat,,,,,,,,1.0,0.0,0,3.0,3.417,20.0
0060e434,crBehemothBossGlassClub,,,,,,,,1.0,0.0,0,3.0,3.417,20.0
0014bbda,crBehemothBoulder,1.6,0.1,0.3,0.15,2.333,0.25,0.25,1.0,10.0,0,1.0,3.0,20.0
005ae09f,crBloodEagleBoss_AutoGL_DailyOps,0.033,1.0,1.0,0.15,5.0,0.3,0.3,0.8,0.5,9999,18.0,0.833,30.0
00031fb8,crBloodbugSpitWeapon,0.667,0.1,0.3,0.15,0.0,0.25,0.25,3.0,0.0,0,25.0,2.333,0.0
006cde67,crCivilianCompetitor10mmSMG,0.0,0.6,0.6,0.2,3.0,0.12,0.15,1.0,0.233,30,3.0,2.2,28.0
006cde68,crCivilianCompetitorAssaultRifle,0.0,0.8,0.8,0.2,1.933,0.2,0.2,1.0,0.25,20,8.0,0.667,32.0
006cde69,crCivilianCompetitorAutoGrenadeLauncher,0.033,1.0,1.0,0.15,5.0,0.3,0.3,0.8,0.5,9999,18.0,0.833,30.0
006cde6b,crCivilianCompetitorBaseballBat,,,,,,,,1.0,0.0,0,3.0,2.037,35.0
006cde6c,crCivilianCompetitorBaseballGrenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,1.0,1.833,20.0
006cde6d,crCivilianCompetitorBowieKnife,,,,,,,,1.0,0.0,0,1.0,1.277,20.0
006cde6e,crCivilianCompetitorCombatKnife,,,,,,,,1.0,0.0,0,1.0,1.277,20.0
006cde6f,crCivilianCompetitorCombatRifle,0.0,0.8,0.8,0.2,3.2,0.2,0.2,1.0,0.3,20,7.0,0.833,25.0
006cde70,crCivilianCompetitorCrossBow,0.0,0.9,0.9,0.25,2.833,0.175,0.2,1.0,0.15,1,6.0,0.667,28.0
006cde71,crCivilianCompetitorDoubleBarrelShotgun,0.0,0.9,0.9,0.3,3.067,0.2,0.2,1.0,0.275,2,6.0,1.0,30.0
006cde72,crCivilianCompetitorDrill,0.0,0.4,0.6,0.3,0.0,0.15,0.15,1.0,0.15,0,2.0,1.5,4.0
006cde73,crCivilianCompetitorDynamiteGrenade,0.7,0.1,0.3,0.15,2.333,0.25,0.25,1.0,0.0,0,0.5,1.833,20.0
006cde76,crCivilianCompetitorFlamer,0.033,0.5,0.55,0.2,3.833,0.25,0.3,1.0,0.15,100,15.0,2.2,30.0
006cde77,crCivilianCompetitorGolfClub,,,,,,,,1.0,0.0,0,3.0,2.037,40.0
006cde79,crCivilianCompetitorHandMadeRifle,0.0,0.8,0.8,0.2,3.033,0.2,0.2,1.0,0.25,20,8.0,0.667,32.0
006cde7a,crCivilianCompetitorHatchet,,,,,,,,1.0,0.0,0,3.0,1.55,30.0
006cde7b,crCivilianCompetitorHuntingRifle,0.0,0.9,0.9,0.25,4.0,0.2,0.2,1.25,0.15,5,6.0,0.833,28.0
006cde7c,crCivilianCompetitorLeverGun,0.0,0.5,1.0,0.33,1.767,0.2,0.2,1.0,0.5,5,6.0,0.833,26.0
006cde7d,crCivilianCompetitorM79,0.0,0.9,0.9,0.3,3.0,0.2,0.2,1.0,0.0,1,6.0,1.0,30.0
006cde7f,crCivilianCompetitorMG42,0.0,0.8,0.8,0.2,3.667,0.25,0.2,2.0,0.25,75,8.0,0.667,32.0
006cde7e,crCivilianCompetitorMachete,,,,,,,,1.0,0.0,0,2.0,1.55,30.0
006cde80,crCivilianCompetitorMinigun,1.0,1.0,1.0,0.15,3.367,0.3,0.3,2.0,0.0,500,18.0,2.2,30.0
006cde82,crCivilianCompetitorMissileLauncher,0.0,0.8,0.8,0.4,4.267,0.25,0.2,1.0,1.2,1,20.0,0.833,45.0
006cde83,crCivilianCompetitorPickaxe,,,,,,,,1.0,0.0,0,2.5,2.037,40.0
006cde84,crCivilianCompetitorPipeBoltAction,0.3,0.8,0.5,0.2,10.0,0.15,0.175,1.0,0.15,6,3.0,0.3,20.0
006cde85,crCivilianCompetitorPipeGun,0.3,0.8,0.6,0.2,10.0,0.15,0.175,1.0,0.167,12,4.0,0.3,21.0
006cde86,crCivilianCompetitorPipeRevolver,0.3,0.8,0.8,0.25,10.0,0.15,0.175,1.0,0.15,6,3.0,0.3,25.0
006cde87,crCivilianCompetitorPipeWrench,,,,,,,,1.0,0.0,0,2.0,1.55,35.0
006cde8e,crCivilianCompetitorPumpActionShotgun,0.0,0.9,0.9,0.2,2.5,0.2,0.2,1.0,0.5,8,7.0,0.833,35.0
006cde8f,crCivilianCompetitorRollingPin,,,,,,,,1.0,0.0,0,1.0,1.55,25.0
006cde90,crCivilianCompetitorShovel,,,,,,,,1.0,0.0,0,6.0,2.037,40.0
006cde91,crCivilianCompetitorSickle,,,,,,,,1.0,0.0,0,3.0,1.55,30.0
006cde92,crCivilianCompetitorSledgehammer,,,,,,,,1.0,0.0,0,12.0,2.037,40.0
006cde93,crCivilianCompetitorTireIron,,,,,,,,1.0,0.0,0,2.0,1.55,25.0
006cde94,crCivilianCompetitorWoodCuttingAxe,,,,,,,,1.0,0.0,0,4.0,2.037,40.0
005f9963,crCultistBoss_MothmanGun_DailyOps,0.0,0.3,0.6,0.2,4.333,0.12,0.15,1.0,0.15,16,3.0,0.667,30.0
0010ed42,crDLC01BotMeleeAssaultronBladeLeft,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010ed43,crDLC01BotMeleeAssaultronBladeRight,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010ea6e,crDLC01BotMeleeAssaultronClawLeft,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010ea6f,crDLC01BotMeleeAssaultronClawRight,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010fd25,crDLC01BotMeleeAxeLeft,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010fd26,crDLC01BotMeleeAxeRight,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010fd27,crDLC01BotMeleeBatonLeft,,,,,,,,1.0,0.0,0,2.0,1.444,20.0
0010fd28,crDLC01BotMeleeBatonRight,,,,,,,,1.0,0.0,0,2.0,1.444,20.0
0010fd36,crDLC01BotMeleeConstructionLeft,,,,,,,,1.0,0.0,0,2.0,1.333,20.0
0010fd35,crDLC01BotMeleeConstructionRight,,,,,,,,1.0,0.0,0,2.0,1.033,20.0
0010fd29,crDLC01BotMeleeDrillLeft,,,,,,,,1.0,0.0,0,2.0,1.444,20.0
0010fd2a,crDLC01BotMeleeDrillRight,,,,,,,,1.0,0.0,0,2.0,1.444,20.0
0010fd2b,crDLC01BotMeleeHammerLeft,,,,,,,,1.0,0.0,0,2.0,1.444,20.0
0010fd2c,crDLC01BotMeleeHammerRight,,,,,,,,1.0,0.0,0,2.0,1.444,20.0
0010fbe0,crDLC01BotMeleeHammerSawLeft,,,,,,,,1.0,0.0,0,3.0,1.333,35.0
0010fbe1,crDLC01BotMeleeHammerSawRight,,,,,,,,1.0,0.0,0,3.0,0.733,35.0
0010fd2d,crDLC01BotMeleeHookLeft,,,,,,,,1.0,0.0,0,2.0,1.444,20.0
0010fd2e,crDLC01BotMeleeHookRight,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010edf4,crDLC01BotMeleeMrHandy_Hand_Left_Saw,,,,,,,,1.0,0.0,0,0.0,1.578,20.0
0010edf6,crDLC01BotMeleeMrHandy_Hand_Middle_Saw,,,,,,,,1.0,0.0,0,0.0,1.578,20.0
0010edf7,crDLC01BotMeleeMrHandy_Hand_Right_Saw,,,,,,,,1.0,0.0,0,0.0,1.578,20.0
0010edf8,crDLC01BotMeleeMrHandy_Pincer_Left,,,,,,,,1.0,0.0,0,0.0,1.6,20.0
0010edf5,crDLC01BotMeleeMrHandy_Pincer_Middle,,,,,,,,1.0,0.0,0,0.0,1.6,20.0
0010edf9,crDLC01BotMeleeMrHandy_Pincer_Right,,,,,,,,1.0,0.0,0,0.0,1.6,20.0
0010fd33,crDLC01BotMeleeProtectronClawLeft,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010fd34,crDLC01BotMeleeProtectronClawRight,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010fd2f,crDLC01BotMeleeSawLeft,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010fd30,crDLC01BotMeleeSawRight,,,,,,,,1.0,0.0,0,2.0,1.033,20.0
0010fae0,crDLC01BotMeleeShishkebabLeft,,,,,,,,1.0,0.0,0,3.0,1.267,35.0
0010fae1,crDLC01BotMeleeShishkebabRight,,,,,,,,1.0,0.0,0,3.0,1.267,35.0
0010fd31,crDLC01BotMeleeSkullLeft,,,,,,,,1.0,0.0,0,2.0,1.444,20.0
0010fd32,crDLC01BotMeleeSkullRight,,,,,,,,1.0,0.0,0,2.0,1.444,20.0
0010eaff,crDLC01BotMeleeStunLeft,,,,,,,,1.0,0.0,0,2.0,1.033,20.0
0010eb00,crDLC01BotMeleeStunRight,,,,,,,,1.0,0.0,0,2.0,1.033,20.0
0010f008,crDLC01BotMeleeViceLeft,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010f009,crDLC01BotMeleeViceRight,,,,,,,,1.0,0.0,0,2.0,0.667,20.0
0010fc36,crDLC01BotWeapGammaGunLeft,0.067,0.3,0.6,0.2,4.333,0.15,0.15,1.0,0.25,0,3.0,1.0,30.0
0010fc37,crDLC01BotWeapGammaGunRight,0.067,0.3,0.6,0.2,4.333,0.15,0.15,1.0,0.25,0,3.0,1.0,30.0
0010fc4a,crDLC01BotWeapGatlingLaserLeft,0.033,0.7,0.7,0.15,4.867,0.3,0.3,1.0,0.0,0,18.0,2.2,30.0
0010fc49,crDLC01BotWeapGatlingLaserRight,0.033,0.7,0.7,0.15,4.867,0.3,0.3,1.0,0.0,0,18.0,2.2,30.0
0010f00a,crDLC01BotWeapLaserGunAutoLeft,0.033,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.15,0,0.0,2.2,20.0
0010f00b,crDLC01BotWeapLaserGunAutoRight,0.033,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.15,0,0.0,2.2,20.0
0010f00c,crDLC01BotWeapLaserGunLeft,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0
0010f00d,crDLC01BotWeapLaserGunRight,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0
0010fd6d,crDLC01BotWeapLaserScatteredLeft,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.25,0,0.0,1.0,20.0
0010fd6e,crDLC01BotWeapLaserScatteredRight,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.25,0,0.0,1.0,20.0
0010fd6f,crDLC01BotWeapLaserSuperLeft,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,2.0,0,0.0,1.0,20.0
0010fd70,crDLC01BotWeapLaserSuperRight,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,2.0,0,0.0,1.0,20.0
0010f35e,crDLC01BotWeapLightningGunLeft,0.067,0.8,0.8,0.4,4.2,0.2,0.2,1.0,1.0,0,8.0,1.0,30.0
0010f361,crDLC01BotWeapLightningGunMrHandyLeft,0.067,0.8,0.8,0.4,4.2,0.2,0.2,1.0,1.0,0,8.0,0.667,30.0
0010f360,crDLC01BotWeapLightningGunMrHandyMiddle,0.067,0.8,0.8,0.4,4.2,0.2,0.2,1.0,1.0,0,8.0,0.667,30.0
0010f362,crDLC01BotWeapLightningGunMrHandyRight,0.067,0.8,0.8,0.4,4.2,0.2,0.2,1.0,1.0,0,8.0,0.667,30.0
0010f35f,crDLC01BotWeapLightningGunRight,0.067,0.8,0.8,0.4,4.2,0.2,0.2,1.0,1.0,0,8.0,1.0,30.0
0010eb6a,crDLC01BotWeapMrHandy_Flamethrower_Left,1.029,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,3.5,20.0
0010eb6b,crDLC01BotWeapMrHandy_Flamethrower_Middle,1.029,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,3.5,20.0
0010eb6c,crDLC01BotWeapMrHandy_Flamethrower_Right,1.029,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,3.5,20.0
0010ea5b,crDLC01BotWeapMrHandy_LaserGun_Left,0.1,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0
0010ea5c,crDLC01BotWeapMrHandy_LaserGun_Middle,0.1,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0
0010ea5d,crDLC01BotWeapMrHandy_LaserGun_Right,0.1,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0
0010fb86,crDLC01BotWeapProtectron01ArmNailGunLeft,0.067,0.3,0.5,0.2,2.333,0.15,0.15,1.0,0.5,0,3.0,1.0,20.0
0010fb87,crDLC01BotWeapProtectron01ArmNailGunRight,0.067,0.3,0.5,0.2,2.333,0.15,0.15,1.0,0.5,0,3.0,1.0,20.0
0010fd6b,crDLC01BotWeapProtectron01LaserGunLeft,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,1.0,20.0
0010fd6c,crDLC01BotWeapProtectron01LaserGunRight,0.5,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,1.333,20.0
0010fd67,crDLC01BotWeapProtectron02ArmCryo01Left,0.033,0.1,0.3,0.15,4.033,0.3,0.3,1.0,0.0,0,30.0,2.2,20.0
0010fd68,crDLC01BotWeapProtectron02ArmCryo01Right,0.033,0.1,0.3,0.15,4.033,0.3,0.3,1.0,0.0,0,30.0,2.2,20.0
0010fd69,crDLC01BotWeapProtectron02ArmFlamerLeft,0.033,0.1,0.3,0.15,4.033,0.3,0.3,1.0,0.0,0,30.0,2.2,20.0
0010fd6a,crDLC01BotWeapProtectron02ArmFlamerRight,0.033,0.1,0.3,0.15,4.033,0.3,0.3,1.0,0.0,0,30.0,2.2,20.0
0010fd64,crDLC01BotWeapProtectron03LaserGunAutoLeft,0.033,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,2.2,20.0
0010fd66,crDLC01BotWeapProtectron03LaserGunAutoRight,1.029,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,3.5,20.0
0010f3ab,crDLC01BotWeapRobobrainMezmatronHead,0.067,0.6,0.6,0.2,2.667,0.15,0.15,1.0,5.0,0,3.0,1.0,28.0
0010f3a9,crDLC01BotWeapRobobrainSmokeBombLeft,0.067,0.3,0.5,0.2,2.333,0.15,0.15,1.0,1.0,0,3.0,1.0,20.0
0010ef00,crDLC01BotWeapRobobrainSmokeBombLeftNoVats,0.067,0.3,0.5,0.2,2.333,0.15,0.15,1.0,1.0,0,3.0,1.0,20.0
0010f3aa,crDLC01BotWeapRobobrainSmokeBombRight,0.067,0.3,0.5,0.2,2.333,0.15,0.15,1.0,1.0,0,3.0,1.0,20.0
0010ef01,crDLC01BotWeapRobobrainSmokeBombRightNoVats,0.067,0.3,0.5,0.2,2.333,0.15,0.15,1.0,1.0,0,3.0,1.0,20.0
0010f791,crDLC01BotWeapSentryBotLeftFlamer,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,2.2,2.0
0010fd73,crDLC01BotWeapSentryBotLeftMinigun,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,0.0,0,3.0,2.2,2.0
0010f792,crDLC01BotWeapSentryBotRightFlamer,0.0,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,2.2,2.0
0010fd74,crDLC01BotWeapSentryBotRightMinigun,0.0,0.05,0.05,0.1,0.0,0.25,0.25,1.0,0.0,0,3.0,2.2,2.0
0010fd71,crDLC01BotWeapSentryCanonLeft,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,5.0,0,3.0,1.0,20.0
0010fd72,crDLC01BotWeapSentryCanonRight,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,5.0,0,3.0,1.0,20.0
0010ea47,crDLC01EyebotSelfDestructBot,,,,,,,,1.0,0.0,0,0.0,1.333,20.0
0010f317,crDLC01Sparks_WeapLightningGun,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,0.0,0,3.0,0.6,0.0
0010effe,crDLC01UnarmedMrHandyLMOptional,,,,,,,,1.0,0.0,0,0.0,1.6,20.0
0010efff,crDLC01UnarmedMrHandyRMOptional,,,,,,,,1.0,0.0,0,0.0,1.6,20.0
0010ed49,crDLC01UnarmedRoboBrain,,,,,,,,1.0,0.0,0,0.0,1.333,20.0
0010f31f,crDLC01_SentryBotRightMiniFatMan,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,8.0,0,3.0,1.0,20.0
0010f3da,crDLC01_TurretMountedLightningGun,0.333,0.1,0.3,0.15,0.0,0.25,0.25,1.0,1.0,0,25.0,2.667,20.0
0010f329,crDLC01_Unstable_Weap_SentryExplosiveMinigunLeft,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,0.0,0,3.0,2.2,2.0
0010f32a,crDLC01_Unstable_Weap_SentryExplosiveMinigunRight,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,0.0,0,3.0,2.2,2.0
0010f34f,crDLC01_Unstable_Weap_SentryGatlingLaserLeft,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,0.0,0,3.0,2.2,2.0
0010f320,crDLC01_Unstable_Weap_SentryGatlingLaserRight,0.033,0.05,0.05,0.1,0.0,0.25,0.25,3.0,0.0,0,3.0,2.2,2.0
0010f336,crDLC01_Unstable_Weap_SentryShoulderLauncherClusterFrenzyGasLeft,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,5.0,0,3.0,1.0,20.0
0010f337,crDLC01_Unstable_Weap_SentryShoulderLauncherClusterFrenzyGasRight,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,5.0,0,3.0,1.0,20.0
0010f354,crDLC01_Unstable_Weap_SentryShoulderLauncherFatManLeft,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,12.0,0,3.0,1.0,20.0
0010f355,crDLC01_Unstable_Weap_SentryShoulderLauncherFatManRight,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,12.0,0,3.0,1.0,20.0
00111457,crDLC03AnglerVomit,0.7,0.05,0.05,0.1,0.0,0.25,0.25,1.0,0.0,0,3.0,1.0,20.0
00110db6,crDLC03_UnarmedAngler,,,,,,,,1.0,0.0,0,0.0,0.917,20.0
00110aee,crDLC03_UnarmedFogCrawler,,,,,,,,1.0,0.0,0,0.0,1.462,20.0
0011144b,crDLC03_UnarmedGulper,,,,,,,,1.0,0.0,0,0.0,1.167,20.0
00110b22,crDLC03_UnarmedHermitCrab,,,,,,,,1.0,0.0,0,0.0,1.244,20.0
001112f8,crDLC03_UnarmedWolf,,,,,,,,1.0,0.0,0,0.0,1.033,20.0
00113083,crDLC04AnimatronicAlienBlaster,0.0,0.9,0.8,0.2,2.867,0.15,0.15,1.0,0.1,42,2.0,0.667,20.0
001131ae,crDLC04AnimatronicAlienGun,1.0,0.1,0.3,0.15,0.0,0.25,0.25,1.0,0.0,0,25.0,2.2,20.0
001131b4,crDLC04AnimatronicAlienWeapon,0.333,0.1,0.3,0.15,0.0,0.25,0.25,1.0,0.0,0,25.0,2.667,20.0
00113aaa,crDLC04AnimatronicLaserGunMkI,0.2,0.1,0.3,0.15,0.0,0.25,0.25,1.0,0.0,0,25.0,2.2,20.0
00113aab,crDLC04AnimatronicLaserGunMkIII,0.2,0.1,0.3,0.15,0.0,0.25,0.25,1.0,0.0,0,25.0,2.2,20.0
00113aac,crDLC04AnimatronicLaserGunMkV,0.2,0.1,0.3,0.15,0.0,0.25,0.25,1.0,0.0,0,25.0,2.2,20.0
00113aad,crDLC04AnimatronicLaserGunMkVII,0.2,0.1,0.3,0.15,0.0,0.25,0.25,1.0,0.0,0,25.0,2.2,20.0
00112dbd,crDLC04BotHandyMisterLeft,0.0,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,2.2,20.0
00112dbc,crDLC04BotHandyMisterMiddle,0.0,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,2.2,20.0
00112dbe,crDLC04BotHandyMisterRight,0.0,0.5,1.0,0.33,0.0,0.25,0.25,1.0,0.0,0,0.0,2.2,20.0
00113f91,crDLC04Bot_Weap_Protectron01LeftArmLaserGun,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,1.0,20.0
0011419c,crDLC04Bot_Weap_Protectron01LeftArmLaserGun_Blue,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,1.0,20.0
00113f92,crDLC04Bot_Weap_Protectron01RightArmLaserGun,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,1.0,20.0
0011419d,crDLC04Bot_Weap_Protectron01RightArmLaserGun_Blue,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,1.0,20.0
00113fc7,crDLC04Bot_Weap_SentryBotLeftAutoLaser,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,2.2,2.0
0011419e,crDLC04Bot_Weap_SentryBotLeftAutoLaser_Blue,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,2.2,2.0
001141b2,crDLC04Bot_Weap_SentryBotLeftShoulderClusterLauncher,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,3.0,0,3.0,1.0,20.0
00113fc8,crDLC04Bot_Weap_SentryBotRightAutoLaser,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,2.2,2.0
0011419f,crDLC04Bot_Weap_SentryBotRightAutoLaser_Blue,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,2.2,2.0
001141b3,crDLC04Bot_Weap_SentryBotRightShoulderClusterLauncher,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,3.0,0,3.0,1.0,20.0
001131b1,crDLC04MrGutsy_LaserGun_Left,0.1,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0
001131b2,crDLC04MrGutsy_LaserGun_Middle,0.1,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.5,0,0.0,1.0,20.0
001131ad,crDLC04MrGutsy_LaserGun_Right,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,0.5,0,0.0,0.667,20.0
001131b0,crDLC04Protectron01LeftArmLaserGun,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,1.0,20.0
001131b3,crDLC04Protectron01RightArmLaserGun,0.067,0.3,0.5,0.25,4.167,0.25,0.25,1.0,1.5,0,0.0,1.0,20.0
00113039,crDLC04SentryBotLeftAutoLaser,1.0,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,3.5,2.0
00113210,crDLC04SentryBotLeftShoulderClusterLauncher,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,3.0,0,3.0,1.0,20.0
0011303a,crDLC04SentryBotRightAutoLaser,0.033,0.05,0.05,0.1,0.0,0.25,0.25,1.0,1.0,0,3.0,2.2,2.0
0011320f,crDLC04SentryBotRightShoulderClusterLauncher,0.067,0.05,0.05,0.1,0.0,0.25,0.25,1.0,3.0,0,3.0,1.0,20.0
00113254,crDLC04_UnarmedBrahmiluff,,,,,,,,1.0,0.0,0,0.0,1.8,20.0
00112ee9,crDLC04_UnarmedCaveCricket,,,,,,,,1.0,0.0,0,0.0,1.222,20.0
00112ef9,crDLC04_UnarmedRadAnt,,,,,,,,1.0,0.0,0,0.0,0.8,20.0
00112f06,crDLC04_UnarmedRadRat,,,,,,,,1.0,10.0,0,0.0,0.805,20.0
00112eea,crDLC04_UnarmedSwarm,,,,,,,,1.0,0.0,0,0.0,2.0,20.0
0067f099,crDailyOps_ZetanInquisitorLaser,0.6,0.7,0.2,0.2,1.533,0.2,0.2,1.0,1.5,0,8.0,1.167,30.0
00113339,crDeathclawDirtThrow,0.633,0.05,0.05,0.1,0.0,0.25,0.25,1.0,0.0,0,3.0,1.167,20.0
0063d30e,crElectroEnforcer,,,,,,,,1.0,0.0,0,12.0,1.42,40.0
0064220f,crFanatic10mm,0.0,0.6,0.6,0.2,1.967,0.12,0.15,1.0,0.233,12,3.0,0.667,20.0
00642217,crFanatic10mmSMG,0.0,0.6,0.6,0.2,3.0,0.12,0.15,1.0,0.233,30,3.0,2.2,28.0
006423c0,crFanatic50CalMachineGun,0.033,1.0,1.0,0.15,5.0,0.3,0.3,1.0,0.0,250,18.0,2.2,30.0
